"Gene"	"C_0_vs_1_pval"	"C_0_vs_1_logFC"	"C_0_vs_1_pct1"	"C_0_vs_1_pct2"	"C_0_vs_1_adjpval"
"Cxcl3"	1.88292289795964e-37	-1.80234576580081	0.08	0.172	2.36947017479242e-33
"4930430E12Rik"	2.71033490453374e-37	-0.363037881129268	0.403	0.519	3.41068544386526e-33
"Slc25a4"	3.10110443624867e-37	0.256248210024395	0.44	0.287	3.90242982257532e-33
"Pycard"	3.23250726749706e-37	0.26390085444793	0.653	0.505	4.0677871454183e-33
"Tbc1d9"	3.31438998680832e-37	-0.310505245196437	0.435	0.548	4.17082835939959e-33
"Mcemp1"	5.69116442811704e-37	-0.306740429864826	0.279	0.401	7.16176131634248e-33
"Rgcc"	5.909254468876e-37	-0.39055721701557	0.263	0.408	7.43620582363356e-33
"Fpr2"	6.45142428527161e-37	-0.269828134122457	0.235	0.312	8.11847232058579e-33
"Tgm2"	7.25636357485796e-37	0.327088691256493	0.706	0.57	9.13140792260126e-33
"Bola2"	1.51035765648567e-36	0.267377773901784	0.653	0.525	1.90063407492157e-32
"Myh9"	1.69428979575293e-36	0.305901456640103	0.76	0.642	2.13209427897549e-32
"Ccl4"	2.80482603067503e-36	-0.880199077033406	0.407	0.539	3.52959307700146e-32
"Trem1"	2.99551920531608e-36	0.338428812208878	0.469	0.323	3.76956136796975e-32
"Hebp1"	4.34478893224088e-36	0.290424109712436	0.554	0.428	5.46748239233192e-32
"Pim1"	5.24886573731775e-36	-0.34890957380629	0.745	0.833	6.60517264384066e-32
"Hk2"	6.75047134337098e-36	-0.269267074107686	0.245	0.373	8.49479313849804e-32
"Por"	9.98245836216547e-36	-0.285511833635287	0.318	0.429	1.2561925602949e-31
"Selplg"	2.13021871975807e-35	0.276830419860511	0.758	0.662	2.68066723694356e-31
"Vcp"	9.66246697611904e-35	0.256059362257189	0.592	0.458	1.21592484427482e-30
"Manf"	2.81245893322213e-34	0.309407517787569	0.713	0.607	3.53919832156673e-30
"Slc25a5"	2.91854412127878e-34	0.26631157365882	0.788	0.694	3.67269592221721e-30
"Sox4"	6.16689201919851e-34	-0.397685913383816	0.073	0.145	7.7604169169594e-30
"Snhg8"	6.97897346689053e-34	-0.255804370419418	0.276	0.385	8.78234021073505e-30
"Klf4"	1.03649142845456e-33	0.385108177359182	0.583	0.46	1.30432081356722e-29
"Gng10"	1.69922629037076e-33	0.251858864578406	0.749	0.63	2.13830636380256e-29
"Ctsa"	2.21404789360528e-33	-0.261856104525845	0.951	0.954	2.78615786931289e-29
"Tuba1c"	3.33279954667801e-33	0.289686646362433	0.62	0.492	4.1939949495396e-29
"Pdlim7"	5.57032328729279e-33	0.256869970093655	0.553	0.426	7.00969482472925e-29
"Btg2"	5.582358674071e-33	0.350664227513975	0.499	0.374	7.02484015545095e-29
"Cd14"	1.08850425059774e-32	-0.38430523121089	0.945	0.938	1.3697737489522e-28
"Lst1"	1.33363808654313e-32	0.273328314127386	0.798	0.676	1.67825016810587e-28
"Ctsd"	2.5630306299297e-32	-0.309391627830367	0.97	0.989	3.22531774470353e-28
"Zfp36l1"	2.96186806234808e-32	0.371299578880058	0.738	0.632	3.72721476965882e-28
"Ifit1"	3.217786413833e-32	-0.508117799114495	0.082	0.149	4.04926242316745e-28
"Brd2"	4.2410686559368e-32	-0.259846128202746	0.587	0.684	5.33696079663087e-28
"Sat1"	7.16268457831857e-32	-0.326441655913871	0.941	0.957	9.01352227335608e-28
"Hspa1a"	7.31926985315662e-32	-0.772965981810197	0.141	0.232	9.2105691832123e-28
"H2-Eb1"	1.21493169581406e-31	0.328953446241602	0.705	0.765	1.52887004601241e-27
"Il4ra"	1.08257667246687e-30	0.25095814657959	0.619	0.481	1.36231448463231e-26
"Cdk2ap2"	1.54533972362813e-30	0.27808521507845	0.643	0.509	1.94465550821364e-26
"Ifitm1"	1.81179757549017e-30	0.476267799392	0.617	0.651	2.27996606899683e-26
"Fam162a"	2.45116287191412e-30	-0.309710187918166	0.685	0.747	3.08454335801673e-26
"Hsp90aa1"	2.55787208854277e-30	-0.346207573220601	0.628	0.698	3.21882623622222e-26
"Ecm1"	3.06131820408149e-30	0.394081858976577	0.756	0.693	3.85236282801615e-26
"Itgam"	4.18347330127506e-30	0.253895486943538	0.871	0.792	5.26448280232454e-26
"Clic4"	4.46677495977266e-29	-0.26499940218975	0.683	0.746	5.62098960937792e-25
"Isg15"	6.76142215063068e-29	-0.533818669226381	0.518	0.636	8.50857363435365e-25
"Impa2"	2.62690157630289e-28	-0.25520542421782	0.282	0.367	3.30569294361955e-24
"Anpep"	3.34047173674051e-28	-0.277058002371777	0.238	0.349	4.20364963351426e-24
"Cyp4f18"	5.93316922369169e-28	0.33898115333514	0.435	0.319	7.46630015109362e-24
"Ltc4s"	8.16469163331648e-27	0.258314507213727	0.171	0.082	1.02744479513655e-22
"Vegfa"	2.29469426029795e-26	-0.268605496742534	0.308	0.433	2.88764325715894e-22
"Gbp2"	9.42694013776049e-26	-0.308931206140147	0.529	0.654	1.18628614693578e-21
"Hspa1b"	3.30766689241113e-25	-0.280284319689275	0.041	0.105	4.16236801741016e-21
"Socs1"	8.98128915979335e-25	-0.291793065694771	0.378	0.506	1.1302054278684e-20
"Cd74"	6.78400645715455e-24	0.376641700698548	0.93	0.937	8.53699372568328e-20
"Ifit2"	1.04104768845022e-23	-0.290900033350556	0.052	0.106	1.31005441114575e-19
"Fbxl5"	1.36738154482359e-23	-0.25745733350245	0.499	0.56	1.720712936006e-19
"Selenbp2"	7.33153975059024e-23	-0.272060698543993	0.13	0.2	9.22600962214276e-19
"Nfkbiz"	5.27790259778596e-22	0.266329427903296	0.446	0.336	6.64171262905385e-18
"Arg1"	1.15073225297612e-21	-0.377303602402678	0.751	0.821	1.44808146714515e-17
"Ptgs2"	1.862453062308e-21	-0.391848424494821	0.196	0.286	2.34371093360839e-17
"Timp2"	5.70938441202506e-20	0.282156731651564	0.484	0.379	7.18468934409234e-16
"Ifi27l2a"	5.74427359426118e-20	0.251545801255814	0.828	0.736	7.22859389101827e-16
"H1f0"	6.95271095246005e-20	-0.321194866151546	0.439	0.492	8.74929146257573e-16
"Gadd45b"	1.19816587017382e-18	-0.251852265009034	0.25	0.349	1.50777193102673e-14
"Nfkbia"	4.5236139603226e-18	-0.340482151792322	0.832	0.882	5.69251580766996e-14
"Bst2"	7.05332480502681e-18	-0.260375300425551	0.844	0.858	8.87590393464573e-14
"Cdkn1a"	1.15742102032364e-17	-0.262036364375414	0.772	0.819	1.45649861197527e-13
"Phlda1"	1.55067575492177e-17	-0.356347105521834	0.318	0.358	1.95137036999355e-13
"Osm"	3.41665581691362e-17	0.25038860476841	0.389	0.294	4.2995196800041e-13
"Pf4"	4.2222683338064e-17	0.527894345562052	0.556	0.46	5.31330247126197e-13
"Oasl1"	3.63123805931119e-14	-0.271168393835739	0.102	0.144	4.5695499738372e-10
"Gbp4"	2.15756809273651e-13	-0.285118495464999	0.483	0.555	2.71508368789963e-09
"S100a9"	7.87336398908031e-13	1.64164846602051	0.214	0.265	9.90784124385867e-09
"Nupr1"	1.69604818594572e-12	-0.285900299964528	0.458	0.494	2.13430703719409e-08
"Selenom"	2.81554877973916e-12	0.27097139309149	0.72	0.658	3.54308658442376e-08
"Cxcl9"	4.05343009612739e-09	-0.414001882706981	0.177	0.233	5.10083643296671e-05
"Tnf"	3.65728182734143e-07	-0.257971030435504	0.28	0.301	0.00460232345152646
"Ccl8"	1.08573848667136e-06	0.789487941634095	0.193	0.152	0.0136629331162723
"Gm47283"	2.1295236078118e-06	-0.340986869559595	0.327	0.353	0.0267979250807037
